name,place_id,opening_hours,photos,rating,user_ratings_total,geometry,price_level,types,price_range
Lopsang khaja ghar,ChIJQcDNFogZ6zkRZo0d5-QE06M,{'open_now': True},,,,"{'location': {'lat': 27.7308078, 'lng': 85.3333285}, 'viewport': {'northeast': {'lat': 27.7321393302915, 'lng': 85.33466918029151}, 'southwest': {'lat': 27.7294413697085, 'lng': 85.33197121970849}}}",,"['coffee', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",Mid (Rs. 301–700)
Temal Sailung,ChIJFTleJwAZ6zkRGjQ96qmzRo0,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116120156904672443323"">Surajan Pokharel</a>'], 'photo_reference': 'AeeoHcJzMh6IzfatvqsJNLkGVbNJ90MzrlbjkJLwbwO2iVigjNLp8pOXYJd0osLCsg62D-c7SBzwq9fYO4xiGbmCDz_OVrabYCsn3Rc5olNWeuKnO-YqpKo3pQsRB9DPgn8pl5r9X9lkQJAFca4V2L95ybUnjG5rj7xIn8u4oXAsA-V0rrJdj8fwqG85LwfDtBwDbfRTyAaHZUL9ZlMFIqhkbaDJ8gQQ0MAKDVVw19K1abXVxOvusLvUVnn2YRyizuPeJtT1MWNxlKUbucEuwu7Nuf9biJsEUc4BIFqcIL7LRkeam1PTr49iQRDobLxyLK1yxwPSATiVxf8TYhdCpbrqvZxFGk26vydP3wirzxSlkEMakWhPM7jaTCaWJsH5E0oOc85nervyAhij00XhJno9R-JA0Xt1iRUoa8hZdTk8Q2SmvgVa3MJqXF1QazJK9chVB5rH04HaOYcx-v9IGP6fsrvSvb7rNAqktv5Dncyib9p5_A6rk10-Q-XY9aXsJSURUXKCXzTGdvGEAt8947pw685igegB-E9wC162_DPEnjArBTMeXGHWvfP3Gmbw7y7NN24Ic4WhgryOGSjJpcMJkPZ9ZIWItW6Q3aTsOjPcz_847ez5Wubqx_DkU2en8Nj2zOygFg', 'width': 1080}]",5.0,1.0,"{'location': {'lat': 27.7292862, 'lng': 85.32661929999999}, 'viewport': {'northeast': {'lat': 27.7306261302915, 'lng': 85.3280182302915}, 'southwest': {'lat': 27.7279281697085, 'lng': 85.3253202697085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'sekuwa', 'newari', 'noodles']",Mid (Rs. 301–700)
Mommy's Restaurant,ChIJP_2-Vb8Z6zkRDOIbxeuAPEU,{'open_now': True},"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100055080751925158273"">whatsyourtype Whatsyourtype</a>'], 'photo_reference': 'AeeoHcLeCMCJtmFb1pUGnzYGY6_RN3ndwOfFUHg-2fogjfBsb5QTtblv3dFeotb7c0t9PUGSAoFPHuCFnP4ayDCh6s0_ppFkEMGFoYCzIW5-FEctph88Q6L2yY7S0K1OEdsO5ErzrnKzaokF4ovJcfB5MIYsIIseHTzrxQ0FRvpFsQ25vc6AmL-QXYoUVtZSABMCTPwQaHn3ogzp7qwDVTbg7f3HAHxdkgk1KvlRNTLBH6ZHTA0nCghUx_X5wgDv3GSj1INEOV-ijhW2PNXGhy8pIXcRlCDbHAN9y0u8ILmo8GmgWFVSodA3tJ3mB4UQImOJMRk7flkJgUSvBaH24eANQyOaFFbTUtGZX3fofansvDFXwHeMa4t287IoieIAfUVIXJrU_EblaszQOCGtkTdCyVbrm10grFzNqmqFRnKDGmIpcitWKWKXC-MF9GREZwXs4K5gjyGcLfZoDYyj2ZrjPFRSoFpbZ089Fbep-RyMr2khkXV0OSsNjGv1IWG0u2Sx7tUkyyGFu3nkM5hOreAQl7-ajLW5efHYmjbKAaiRk5wwuidN3WKOLUBRzHZPQ_hCpGhjtNISqCwtoGNlBvlVfuyn9GIZJQh9N2ff24_5NIEuSPm18x1isvmUdxuWx-xcxLvQXQ', 'width': 640}]",4.0,58.0,"{'location': {'lat': 27.7292527, 'lng': 85.3266273}, 'viewport': {'northeast': {'lat': 27.7305691802915, 'lng': 85.32795903029151}, 'southwest': {'lat': 27.7278712197085, 'lng': 85.3252610697085}}}",,"['indian', 'coffee', 'thakali', 'burger', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Chiya Khane Thau,ChIJm8DUjyEZ6zkRz31qx8VXvgw,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110307628449851031666"">Chiya Khane Thau</a>'], 'photo_reference': 'AeeoHcICPuIcen7wI4-1yg821f8rkD61CuY5xTtwHi915MTwfAGD-OSqemZwbYUVg3E1X-f1N68J5kjzDINw4C6QoLImqM4oBOItHd4meclK8r_GEGp8oieFsBuylztY7tsRv-erGDPwwzOLawqEjKl7-LtqY9Osn0GRHBy7daGjo8LbLkpOcd09C80PFZVvTXvCI0h_lC8HZ_XkSawNaRGKlmmJhWLxKO_d6z5Y3z_22cTs-2Yc7B3-KBT9RMOCLBYYcaScVm_n6eph90YAob3KIsHdkA5ZFz6KgvcAYvj-m5aO-6CRGCc8KOb8G_91WKkgfs5NzL0GULc', 'width': 1600}]",3.7,28.0,"{'location': {'lat': 27.7313539, 'lng': 85.32683349999999}, 'viewport': {'northeast': {'lat': 27.7327039802915, 'lng': 85.32818158029151}, 'southwest': {'lat': 27.73000601970849, 'lng': 85.32548361970849}}}",,"['indian', 'newari', 'coffee']",Mid (Rs. 301–700)
La Pizza Pizza,ChIJmXWAHQAZ6zkRyYpUFtbZcz4,{'open_now': False},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100343327386563090933"">Mo</a>'], 'photo_reference': 'AeeoHcJCgknxJZNw_NjNWw_CESP8V7A4sg4hj5p0TWwgFmhUmZQPyWr6lEvIC9Ypt6NvnVuabj0FCv9MNpXHhL0P_vaOz_kERweRN7DTQwGBAc6MpboyqNMeRQ3FkPe8uHj8tuzi_LRAwzaZvPhvlt83bWlIUGeqNnQIUoH0JDXe2H4WW_xmdfwRtsKWD59JpZ--bRN0_mLEwuI46a1pNdislH3blBX3-9vbuoLtxe7MeAnDq7wIBRSK1x01UMifP0IfsjdPSEhWtC0aCtXUzmW3fqM1E3JgZHuRIWdCc_-mTQuzpqvyLt4cJHjLCda7hpNH71Y5Tq6SnU9tt5x5530h9-H7OYFLqAucdBjuejBM1GOaEX6EQ_R3JRPaU3d8MaYDHFD5fZtL-l27MzsZCCbtnMW3tHKWZEeTWy-Pm3A7si6NTLLRcekF1ICcK7g5FQ2yJT_Tk7nXuFxGaiHf5ZyOt8sdB8Z3pTi7n5jZPJSm-XOC1t9NMWeDQ3cqiv32NjniX66xOUsBoCE1gvqnnSeQeNnb-vQ94g3ZLBsvexJnNbP1-wsy1raqqheVY6dub2mYlbbwKO8ni6ZpLU4s_0ZWH02Js8iRMDg6JxcZybpPjmNF6e40Bd3AW013mo_Kx0jMZoI7hKn0oxif80_bcUC1mJ3PmqY', 'width': 960}]",,,"{'location': {'lat': 27.7285124, 'lng': 85.33309609999999}, 'viewport': {'northeast': {'lat': 27.7297774302915, 'lng': 85.3344501802915}, 'southwest': {'lat': 27.7270794697085, 'lng': 85.33175221970849}}}",,"['indian', 'coffee', 'sekuwa', 'pizza', 'newari', 'burger']",Mid (Rs. 301–700)
De Silauta KiTchen,ChIJI3mx8VIZ6zkRwUrJ6_S2g-k,{'open_now': True},"[{'height': 563, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112380793249975559779"">De Silauta KiTchen</a>'], 'photo_reference': 'AeeoHcJDLs1rHcSoGjzOQ4pBu0Ti3-yH25b6PhgutxLxV6qwB-em03oAPCVFtMBi1v_QHrQeVrQ1AbBYmYh4qNTdd_l9Q53-PeoLLl1Ki8mA-eJA28Hcf-7FsN0nt_noPEHtYPuYa94n9Qw7e_qrQcRjJlD_KcJkuczAwys-MDzrmBSdDVz6qXmuhS_rCvvKQX3gJGcKrSPO5vnAXvr5pbYYPw3HmZFANXSEbwlierDS5hlUDCt8Wx9hduv02kyLRZpEbIynKaAU9ocligVu-ktn0JI6L-FBwfmc3zErmn7shbJFFDc8ctsiRUzilFBkvXx6Ta973y1xQ-c', 'width': 750}]",4.3,65.0,"{'location': {'lat': 27.7313792, 'lng': 85.3268055}, 'viewport': {'northeast': {'lat': 27.7327024302915, 'lng': 85.32817718029152}, 'southwest': {'lat': 27.7300044697085, 'lng': 85.3254792197085}}}",,"['coffee', 'thakali', 'sekuwa', 'pizza', 'burger']",Mid (Rs. 301–700)
Over Easy,ChIJgcnc0TsZ6zkR1hx3feKHjDs,{'open_now': True},"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110255888308019200951"">Over Easy</a>'], 'photo_reference': 'AeeoHcLwkepGuD2VCTjJMQaaRER7TEG7hmg9njDejgYrhUpJIUJ3BdhdnyA2FHcWxlpS1dsuJzMdY_08QjIS2Nt5Dk1fToJHYojf-5KfnEGXPQl2fmGQZ1rdRIb0UX6UL-BSYxENxRmXxLBm9J-fI6tfv7DEKUnQNMN8ewsADmyzigiSToZeR9nnsqcSZg-psE7lj7uQlsZXMMDtw4rc-ofy8YncsJAMeoOfAg7fPEwgnOaTSNz0XKtN6HYJ1cGqtmHcGugyimhaROxHskVfJa8UjZVFi5o9X6PxIv8YIGXAGNAx4Uuzjn-ZPi8x5b4_-t3Qk_mukX8BZ2c', 'width': 4000}]",4.3,191.0,"{'location': {'lat': 27.7286463, 'lng': 85.3332535}, 'viewport': {'northeast': {'lat': 27.7299951802915, 'lng': 85.3345944802915}, 'southwest': {'lat': 27.7272972197085, 'lng': 85.3318965197085}}}",2.0,['pizza'],High (Rs. 701–1200)
Elements Restaurant & Bar,ChIJL2YafFQZ6zkRB4ad868xzgI,{'open_now': True},"[{'height': 3911, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116784893101990124510"">Elements Restaurant &amp; Bar</a>'], 'photo_reference': 'AeeoHcJ1h4AHWLZZxvnyk8-yGf-cXsDbXkUXGby1mu3cyZM98G9aROyrf0AxsAhBdbL8TtpQUoWGb23AWe1Mk6gluAsfgThGHhv8n6gHZ63r4gi28K6dsNTeGeMg4fp64zWDYJ9cFOSf70rltQ_RP87I03bYulrPrdHHBvAoILaGghO_3hehzuOXMPvALdxPHqE6WnLrxRSXXUbYwq_-GgDd1lJwn1P_yg6l1SuXPu2quSZ4bdfey-JP04UjDoEY242dbBjOrwFQBLSrjFg9u4SL1IqL9uD1Q-6qThiFTgxCD5MWn5L9uPvxU21nMMt9FOOvNMbUIKMQMwQ', 'width': 5866}]",4.4,222.0,"{'location': {'lat': 27.7268261, 'lng': 85.3309927}, 'viewport': {'northeast': {'lat': 27.7281963302915, 'lng': 85.33234623029149}, 'southwest': {'lat': 27.7254983697085, 'lng': 85.32964826970849}}}",,"['thakali', 'momo', 'burger', 'pizza', 'noodles']",Mid (Rs. 301–700)
Food Buzz,ChIJ8XGtUeUZ6zkRM9VM2KBI-wg,,"[{'height': 1468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104362709929027940407"">N E P A L V R</a>'], 'photo_reference': 'AeeoHcKG2KrKyFz_1q_Bg5BC6969ZxZnGBLr8RsYQBQdsW6WRu4oDkCkaghajtmEpdOymA9FZs9uCR_70vLKO0jmdOVhzzI0Bp4aaZrDW0WJskNnPKjgOvHCdmyJ9DaaAnME2JYMGUST8pzIBu8urPN9W76vFpfEOv6A6j0Qbd0TDcOnO1Kz-ju_FuCGmcN650F7tKzR7AA0r6ZK7L1zPIgwTxw8poMHaxVeODUFV649kDuEVr_cPWwxq7H-_CDlgzen0NO8x8ZAibs8BVg57MkgMOoRDhH57oHtAJ8E22KV6sMwDbE3o2rcF-itNqJY030dOXgfXDN7aQA7hfq3Bp7fH-Nm4FaqAfzZL8bcw1rgZjK6X_afo1N7J-qTH-ZVcgMVli5GFJPPmo0bF5bTQ0grPZnqjePMM1aee4T8gcON-rn7HVsqI9VIL8Qx6YFXoNFeA2EEJdr9tiwpz77FBQvHKSuafMAY2F6HZen5E77IkHP92I8v323ysPYvN4oBLDXcQSMBspD4qIo8Heghx84_yjrgJeDTrgsrHwiPiQ0TAeGvShW9EtT4EgSSUQVYkYxv8hWnEmZNJnhhmtiHZI2hEbnFoKAeghnWtGxcR0uuwueYQ6_hAjfc7maUW3pyPHN93w3fRe2q', 'width': 3264}]",,,"{'location': {'lat': 27.728273, 'lng': 85.33335459999999}, 'viewport': {'northeast': {'lat': 27.72965823029151, 'lng': 85.33470323029151}, 'southwest': {'lat': 27.7269602697085, 'lng': 85.33200526970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari']",Mid (Rs. 301–700)
Oriental Kitchen,ChIJueJ5chIZ6zkRAXm92y5BwLs,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116889430004883173033"">Sugat Shrestha</a>'], 'photo_reference': 'AeeoHcLJx4d9OACZdLj96MJbbJeGHi3T5Tf6CvJOrnHXsYG9JD0sR--Lp9LKdNC2A4M8JSZYCCwma2ioCNxTnr8b33K9N41VjuptnzYQ_nTicltGFu23ZFjJ33l_P0jY_a4X-3zoulWWxpbo4JPzXes1qeL-jbpe7Ae6M23XGeLBoWxEv5di8wJwhs2aYEl0AQnt8hpGO7UbebqonqUWgOp5oyjF4K0RNLdgb5dyNO9Lo9VQ09gDV8wMTSCBxGwcuZcU1W4O34IFfcgNWc7tYQlXKdDAngpC7kKBf6zAofQTUqzThKsl0mhphHhS8aiAIOM9piK12ry34M_ApupAbR5j7WW2B-gJo-_PsKpZ1ZAtOp7McwLKMt7Tul4eUlWwz00vUT5GazhaHt3YxTo6NanLs-DPeQxxvJXxikgeS6fqjv8XqS0fxNkGt6lxGlaVEeEnHVyXd-eTpqoJbfBuRIo0aGh8bPRqGJioMIVygXcM-amaRBrFo851eRWtWj0iGOjl87xast5twUs9oDO_ArZQlcccbG0kPvhL3Zw7ABqZkvB8hitPLsETsBuotqP0IuTmbfH4H6_Oehi68bay629_ZrcIb_6J48NvasTg8pNVxfnaVxThLUKKPhBqvSuS2DELkjOYpp_R', 'width': 4032}]",4.0,551.0,"{'location': {'lat': 27.726553, 'lng': 85.3301736}, 'viewport': {'northeast': {'lat': 27.7278681802915, 'lng': 85.3315020302915}, 'southwest': {'lat': 27.7251702197085, 'lng': 85.32880406970848}}}",2.0,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",High (Rs. 701–1200)
CDC Cinemas,ChIJTwkkNlMY6zkRHF-vrnJ1PuU,{'open_now': True},"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109682617785040766201"">CDC सिनेमा</a>'], 'photo_reference': 'AeeoHcK6xqdRAkF4_skrU2tvbyiTghlpT16xf-QgQzPulPDGXItA-S5nP56Szl8lulfhzsmSmo7MAOLand1DFXeuI6b-w9NfjAx1fAJf-TrG_HlOsCA3n7TLsdmIHMzsrmA7NLc8vRJgGXmULsuJ4FvRh0kko6ks_YJG9bI54ZE22wQm7Eq_nkwENofHMmtSWrVz39a-U3cTUgvmbMpK3PmoS-Y_dLvv4zGEjsPXytc6UwJ8B5sUzhDxV3ZzLMV2L0sq2tF_VZQfshqzoSqHe3a3za0-i72WQ6fTAWPn7f8Wo7Qwggge_L5qbBPNvdVbh-H3xqu0TKVJwm8', 'width': 1024}]",3.8,591.0,"{'location': {'lat': 27.6979362, 'lng': 85.31290539999999}, 'viewport': {'northeast': {'lat': 27.6993974802915, 'lng': 85.31429713029151}, 'southwest': {'lat': 27.6966995197085, 'lng': 85.31159916970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'sekuwa', 'newari', 'pizza', 'noodles']",Mid (Rs. 301–700)
Phileo Coffee Shop,ChIJKeTn5KgZ6zkRA3IM0S4MFKs,{'open_now': False},"[{'height': 1530, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107162842399088395395"">Phileo Coffee Shop</a>'], 'photo_reference': 'AeeoHcKAJ019QNl4hwd6t9Yka2-9MQiq3lxiL_pYECuawmXxwr8HVV7wd7WmZhpvw35gK_0i1n6_9hSxYw6CMBHjwHHsiq69gZFInFb0Sq7BGYzYN7lNxyniJN0gEq7Se7rHFQxdmhT7UHGoXB5PNrS7OZoDbSVPlVyIRl4j9Kl_ZAySGl0MuTY_t7R-Vl70Cz0vZK3M8P8fFpo-Keb3JL6pRegodxDq920iSN7J9v0jToNXLnebwozwEO6pVGTohPPXIEes7L63WYuYDXppOfhucfCr4YbzNTvS-4_scTcpXkysPUomwpTrMlUKvPtFgWZwk1tsL1CO', 'width': 2048}]",4.1,79.0,"{'location': {'lat': 27.7018091, 'lng': 85.32185609999999}, 'viewport': {'northeast': {'lat': 27.7030927802915, 'lng': 85.3231943302915}, 'southwest': {'lat': 27.7003948197085, 'lng': 85.3204963697085}}}",,"['indian', 'coffee', 'momo', 'sekuwa']",Mid (Rs. 301–700)
Bawarchi Nepal,ChIJJ4u9wq8Z6zkRCkcX7yF3__8,{'open_now': True},"[{'height': 4024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103244502833814778162"">Bawarchi Nepal</a>'], 'photo_reference': 'AeeoHcJHyF6s_oUPglFFw1zG0f2SF7IsZtJSDQgE6RvFpG52yLSFqhFaW8zm938B32io1z6pNNf-_KwO1Z7QtMuKgyFYfeEBew1GPXgz_sHPNKk0QRbfEE2_4rCpxfF5wwahfC337yBKPJwfCrX3_zATnsISJ9XWLvZkj-igsaT-jxhuzCFjcObqp-AfPZWsgdmI5rGtx7b6IWhKye-0mYtxlTvvC3Lm0EqnOOkR-oXqC0zwSqwewIpfXvEUdyeGRfotF1ETBup0nkOd19RjBC58BJ6JdMqKTNZbUmsrJ6cFJAak4REAm5XQ3DWoWkSb1uoK4rQQkf0_pMs', 'width': 6048}]",3.8,375.0,"{'location': {'lat': 27.6945703, 'lng': 85.3225688}, 'viewport': {'northeast': {'lat': 27.6960069302915, 'lng': 85.3239423802915}, 'southwest': {'lat': 27.6933089697085, 'lng': 85.32124441970848}}}",2.0,"['pizza', 'indian', 'sekuwa']",High (Rs. 701–1200)
Mulchowk Restaurant,ChIJ6YU05q8Z6zkRPnhsAP4XPIs,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113297933569146776176"">Shradheya Shrestha</a>'], 'photo_reference': 'AeeoHcIM87xtxHOH-Vcl9YA_B_R9clY7BL44IISc45BUxmak43pVu7dcMewAw4P1mNh36y7ZXrAP0YKCvhXT8Kr1ImkQKiCsuN4Xhla4L2SNgyWcskj-H6qH9pQMUMcT8_fMQGRuxyUv0mmTOmttc2Z8U-IaBPrABKVAX0l8iZXV_LaPoYHyAvmq3F_dkZPnw_O_aq6x5EFZKpbznugR_sW9Q5rLWE6WvEPv4V5f-GcjbVfnIQhUmHEsoeVdZ8vUHe6Nn7D7QfeCSN3a3evxjlzX0M2P-6obPPWdNtqDpI7S7OQKqu8jT8NhDyx-kgsc4lPpxs2Wv35Euz9l2p4UL4uZt34BweKLpNsOEKDzfCNPJbVvaI7xxeDoL9KnIZsTfnGjANhcbXrl-kBa113ElWk-EV6EeU7iX5dSJnsaonx-T86XzQSgpwXzHelri-qj4MDBIA20fRcmVBaxwlFc0cqYtIF8Qk0aK5R3IxKZhJo6u-ZDeRWZdHH2-G3vC1meBsHpl39tPq9Gu7hP3KD3hyK4IIomiBY--43CNft2kL6LtTFWxkOJIJJgZIYTJBU4Wn2tZE7AY00ckL1eA472GW4KqD_XDVVwZ7BzJMEV0e5JcJ7O_Er7N2juivlXA8hNvs5whgAqMdSu', 'width': 1848}]",4.1,364.0,"{'location': {'lat': 27.6945403, 'lng': 85.32288700000001}, 'viewport': {'northeast': {'lat': 27.69595733029151, 'lng': 85.32425838029151}, 'southwest': {'lat': 27.6932593697085, 'lng': 85.3215604197085}}}",3.0,['momo'],Premium (Rs. 1201+)
Daleen Restro & Bar,ChIJTfsC76cZ6zkRrL7fBKfkRw8,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108049012092951942005"">Prijun Koirala</a>'], 'photo_reference': 'AeeoHcLlDD5MXz11xpbEqKmONfBa0pT6suywfzsZjuuRSJV0eciwSMW3fdTyiLUnVKBRzYTf7yD_nSOt0tRJgh5WeveX2sRih94hhgvVMzvUCd-QC5Fp1PxsiTYx9Yna9X4wkkSVFGsgDG26dabTD5SlcZxVLxbjCIjwDa3WTiQnAZO0OUFc4ke6raYyUFKntqwYGJl95zZB-DnLefbY93bEaKFAa6pJSs9LW1Zu5RmaXHQOu8aC2eaqPGEGal_5DcMKVHOgV3yxt6OSlX0gkqXw4aIcHU-ZA5YZ5c5emj4EloWIB7hKPmsgEQGGOcKSsTQ5-Vql7GQ2edPgyvORSuD6CZxDU7ruAKaLiH-kYadvEBDbZw5LhlULd-rVt3cDpIEV8C2jqW0lCShxucvOmbrDT7d1CzMmHBTwS8pIv0jGXVr0tZ5xuQxAu27Hs2yu-zLx8fWrCHljfo74ThqzI6IthZt7hlEP51VG9RP3lZ5wN4P47dp3ae0t3dxWbarMyAkTUEp28h5XtQ891toVXistEv1pr6jf98p7ldwPd60wFb9Ogeyc-SVw5oCUZROgJzxGq1lC_7p9RErYQZpVaJ5Di0ymAKUvWtGil01OQ6yWisdYdJGtAVWbUOp62Ik8BbIV', 'width': 2448}]",4.5,4.0,"{'location': {'lat': 27.7052466, 'lng': 85.3237904}, 'viewport': {'northeast': {'lat': 27.7067696302915, 'lng': 85.3251422802915}, 'southwest': {'lat': 27.7040716697085, 'lng': 85.32244431970848}}}",,[],Mid (Rs. 301–700)
Shalimar Hospitality and Foods Pvt. Ltd.,ChIJ5aImT1MY6zkRfMM_0T2hNPc,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117130453727046338139"">Yuvraj Acharya</a>'], 'photo_reference': 'AeeoHcJ-HC5zeOzxs5i1lJJxhMmqBX9eS9Ap2loB3QWMSwDqrJFjLX-aM20C0uM-doMUkvujlC3yTZrhzrKBnDRWVldcJvkvM2MZQCXcnspSkjogLEvwc1TSk5uE94Fyp8HMv79RxZI8T-ldL2SjsH8cZEGvL4zwbvVINb3DAB4vaRP_WZz6k_PUACYmghbH7SMlO-lODso7hW2KBCE3lyRTbJFsKmD3Y2ZAGPxqHJe_12je27NP1iIqgMBvQE19NmydG0rZqDESonZm2xnqU3DvCdJmAc95JVQYzpQ9NBr1_mhooCJxXYnknRgYIO5KtTW4BenHyRqIYh4VzcNY9i8rsTUW8hjd04F8JE4Hl5Y2jZEGyhosELtk7zSJUHdHsQcY2JW0pGZrdt1dJD9LnkCZzy3Ak1N1eubErxA9vPuDYd5UR_o56t7UuBoimEg0l5ECMpHtTXPSWrh142sJLs5drkUO0vVWB9ei27JOPtZpPf8AzCSedVUg-gv6hYcVitZNH_woo6GWSisBaoIbg-PM39KWjuc8saO4S4Iw4UMYXgvyFAkAK408OTn_8-Su1x2WBLC6qpThenohE1TwYguw36cAa0LFZ3XhecpACn61pmZ5sx_hzEIYtJtgVIMyFxER', 'width': 2448}]",4.7,3.0,"{'location': {'lat': 27.698243, 'lng': 85.31311099999999}, 'viewport': {'northeast': {'lat': 27.69953898029151, 'lng': 85.3144398302915}, 'southwest': {'lat': 27.6968410197085, 'lng': 85.3117418697085}}}",,"['coffee', 'momo', 'noodles']",Mid (Rs. 301–700)
Hotel Mt Takao,ChIJ4XjGplQY6zkRcagcewxiukM,{'open_now': True},,,,"{'location': {'lat': 27.6993346, 'lng': 85.31237970000001}, 'viewport': {'northeast': {'lat': 27.7007180802915, 'lng': 85.3135654302915}, 'southwest': {'lat': 27.6980201197085, 'lng': 85.3108674697085}}}",,[],Mid (Rs. 301–700)
Cafe 33 Durbarmarg,ChIJXaXGiwAZ6zkR0qLuiLtZf3s,{'open_now': True},"[{'height': 816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112505565625425006708"">uttam adhikari</a>'], 'photo_reference': 'AeeoHcK981q36dbEu2q0e3jg5Yru9HIDVI2uPDYyKN7mZTVfKvYFxBHbX0tX1dFI0xYSDYkE_FfGhyuJlb2bIVjrRKPtQq2DdR_6gZQ-mKDO9C2yFJ_UFvbTghHNJcbA_sqGyVwRfzthmDWTdVRvrBDH60-qNP8ePQTjTBYtacyW49gPu6cS6dFqtMBPDRP6GKBuIdi4WVhrb56rs8CwUpQMlXFvFaWVLEtLoLMR6HyU_225a-Uic8yjK3j0aSCRJhGFTdaIFQlelXLdDlpO-Nxsm6f1t-tZGz0vTqTQ_uBYs6MCuMafotPSYNPRwSPqhiMDlJp-gLTl4DDXMwxDI0oG7ti_GsQFa-WZKKpG-FU8hCk5KabjLXfMTZGGdcNeNeZFnaOSW7fLID6D9xgEuM-QytfSNsrCIfAXwvmnGlxZxeoZrkUe4IYpom5GTdbeRAvEnr7xDDAfIxLTDLubMrt3XUg3HselWpsQ4vjFdXTKcfUlt_iCI02AETlSmFmvc4bugV9gprtirku1zOZl145n9JC_NzoamVRPXvZByrYo6WI3MoH5u0DNem5-jrqm4r3CysTdNnXzL6DHgc3C-Kp_otVZtVCzzPOtwNgbnN6k5zJ8O1S3ArEzTdnCKHixzrHf4x1oPA', 'width': 960}]",4.3,6.0,"{'location': {'lat': 27.7064657, 'lng': 85.31680229999999}, 'viewport': {'northeast': {'lat': 27.7078521302915, 'lng': 85.3179530802915}, 'southwest': {'lat': 27.70515416970849, 'lng': 85.31525511970848}}}",,"['indian', 'newari', 'pizza', 'coffee']",Mid (Rs. 301–700)
Kantipur Kitchen,ChIJn8jR7FQY6zkR-taKJHlEgNE,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102818887563313394002"">ShreeGaneshaye Namah:</a>'], 'photo_reference': 'AeeoHcLBUD6UcrVOblpKcbVt9NEpG8G3Tm-3koXOhn26mJPz2n0z5nJZ2AONoeKaQotuivZonHH1sBT13M4J-v8JuL7qvxu256HnQXc_oAbNm2VXyOEU8u_uvV8CXYtzZlC1WSzJllcLP9ybFEI5q6l3hwUgCNpGjekUgXYJLAVlMWe27IAur2hsEVv3-M4vR-wv4TNItvqrLQyRDFFfHjjCsqo0crLyV5fKmXmk9b_FNa85mx2fM3icbm9PKVkoCReiw12IjrqV03CpwPAzemsyYTBa97UxA6afU86visTYrFxxGqXW1croaxFEm-IwVNikSMRHJvPLCKGAzCChh8JdLf4gVevAzw6noHUAxXwK1Nn5Kthk5MswzYx3YQlQr8Wohmkda5GJC2ooMCEl0uqtxBP55sOLhEoThDUItT88nXEdd1GH3S-kz4emraoKjoprbKPyQcW6qtAOz3Ifla0bECQ2fN5gmDCyxkpfZn6SA8JmHQbtF_aMllAKn1UeBRMRWbLi8jgBhra-Bh5pIYhFFKg4f2E-v_zssmNblmHZUE2siY-BOk01kGn0F8pFYwT04pFStxS0yOPeCOR0GU8MqeMvnji6chk4Yvr3bWDcfwPLNmuXuEQ9lxCjvDAeCW_nOCp0haCe', 'width': 4000}]",3.5,56.0,"{'location': {'lat': 27.7007277, 'lng': 85.311535}, 'viewport': {'northeast': {'lat': 27.7020666802915, 'lng': 85.31294053029151}, 'southwest': {'lat': 27.6993687197085, 'lng': 85.3102425697085}}}",,"['newari', 'burger']",Mid (Rs. 301–700)
